Unique_Investment_Identifier,Business_Case_ID,Agency_Code,Agency_Name,Investment_Title,Project_ID,Project_Name,Start_Date,Cost_Variance,PlannedCost,Updated_Date,Planned_Duration,Project_delay,Start_days_after_2000
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,892,DR Documents Lifecycle Strategy,2010-10-14,-0.039310000000000005,0.32841,624,433.0,70.0,3939
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,893,FY11 Auto Deployment,2010-12-09,0.0,0.52294,568,386.0,0.0,3995
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,894,FY12 HP UX Server Replacement,2011-07-26,0.0,3.2399299999999998,339,492.0,0.0,4224
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,896,IPv6 Implementation Plan,2011-03-02,0.0,0.33276999999999995,359,302.0,0.0,4078
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,897,IT Facility West Network Cabling,2011-01-12,0.038239999999999996,0.2402,534,287.0,0.0,4029
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,898,ITSM Implementation Phase 2,2011-03-04,0.0,2.3607099999999996,483,243.0,15.0,4080
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,899,Jboss Production Beta,2011-02-09,0.0,0.22943000000000002,553,329.0,26.0,4057
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,900,OHRNet Technology Refresh,2011-07-27,-0.017204,0.47628400000000004,385,443.0,39.0,4225
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,901,Password Management Pilot,2011-01-31,0.0,0.06568,515,295.0,0.0,4048
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,902,PTONet III Network Access Control FOC,2011-03-01,0.331386,1.3705200000000002,533,577.0,0.0,4077
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,903,Public and Enterprise 80211n Wireless LAN Project,2011-06-06,0.008020000000000001,2.56927,436,424.0,32.0,4174
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,904,Tech Refresh 2 0,2011-02-04,0.0,0.45073,511,409.0,24.0,4052
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,905,TRDM 2 0 Desktop Rights,2011-04-19,0.03865,0.60143,484,493.0,4.0,4126
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,906,UL Deployment Government Employees Project,2010-12-02,-1.3410799999999998,38.99609,622,546.0,92.0,3988
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,907,Websphere Portal Migration,2011-07-22,0.0,0.80047,343,171.0,346.0,4220
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,908,IT West Reconfiguration,2011-08-19,0.0,2.7370900000000002,315,405.0,1.0,4248
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,909,IPV6 FY12 Project,2010-02-28,0.0,4.31893,880,920.0,29.0,3711
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,910,DR Program Support FY11,2010-12-16,0.0,0.286,608,295.0,70.0,4002
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,911,Data Center Program Support,2011-09-12,0.0,0.61879,291,452.0,7.0,4272
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,912,SAN Core Monitor Replacements,2011-12-21,0.00835,0.845,238,156.0,90.0,4372
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,915,FY12 D2D2T,2011-09-13,0.0,1.45181,318,233.0,111.0,4273
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,916,FY12 AIX Server Replacement,2011-09-12,0.0,3.27144,291,352.0,62.0,4272
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,920,TRDM 2 0 Altiris Update,2012-01-31,0.01015,0.22368000000000002,197,241.0,0.0,4413
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,921,WIN 7 Desktop Replacement Contractors and Shared Workspaces,2011-10-03,0.00313,3.88421,317,361.0,0.0,4293
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,922,DR Program Support FY12,2011-12-16,0.0,0.185,70,367.0,1.0,4367
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,926,FY12 Server Replacement,2011-09-01,0.14253,1.7542,349,214.0,242.0,4261
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,927,FY12 Tech Refresh Cloud Forms IaaS Implementation,2012-01-25,-0.42644,0.175,203,247.0,75.0,4407
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,2905,Website Redesign CMS Replacement,2011-08-30,0.0,1.0,304,477.0,149.0,4259
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,2906,ITSM Remedy Analytics and Dashboards,2011-11-08,0.0,0.72472,281,135.0,557.0,4329
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,2907,International Data Service Security Compliance,2011-11-16,-0.01917,0.71414,226,56.0,309.0,4337
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,2908,Cellular Repeater System (CRS),2011-12-14,0.0,0.5,226,274.0,98.0,4365
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,2909,USPTO Alternate Processing Site (APS),2011-12-15,0.0,1.05749,197,244.0,12.0,4366
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,2910,WAN Accelerator Expansion System Project,2011-12-08,0.01878,2.84647,251,162.0,74.0,4359
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,3157,Password Management Implementation (Windows-Server Based),2012-02-29,0.03667,0.085,121,183.0,47.0,4442
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,3195,EAMS Replacement,2012-05-02,0.16848,0.35,105,152.0,17.0,4505
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,3241,OFDNET Technology Refresh,2012-05-31,0.0,0.15431,57,81.0,169.0,4534
006-000801100,928,6,Department of Commerce,USPTO Network and Security Infrastructure,3243,ITSM Asset Management,2012-06-20,0.0,1.4,37,198.0,0.0,4554
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),929,PE2E 1 0 (CRU),2011-02-01,0.87379,10.81775,545,395.0,0.0,4049
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),930,Convert the legacy from image to text Phase 1,2010-10-01,-0.29214,1.91382,637,359.0,5.0,3926
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),931,Train Team Members in Agile Phase I,2010-10-01,0.04664,0.11574000000000001,637,364.0,0.0,3926
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),932,Design the User interface - Phase I,2010-10-01,0.0,0.8942700000000001,637,364.0,0.0,3926
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),933,Support Program Management for Patents FY11,2010-10-01,0.00449,0.04717,637,364.0,0.0,3926
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),934,Support Program Management for OCIO FY11,2010-10-01,0.01548,0.166,637,364.0,0.0,3926
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),936,Patent examination tools and infrastructure,2011-10-27,0.0,11.71154,293,431.0,0.0,4317
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),938,Train Team Members in Agile Phase II,2011-10-01,0.0,0.2,180,363.0,0.0,4291
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),940,Exploring search technologies,2011-10-20,0.0,2.73157,300,438.0,0.0,4310
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),941,CPC Database,2011-10-03,0.0,8.49282,317,737.0,0.0,4293
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),943,PATI patent application text initiative 1 1,2011-11-08,0.0,0.4776,205,174.0,0.0,4329
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),946,Support Portfolio Management for FY12,2011-10-01,0.0118,3.871,319,363.0,0.0,4291
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),949,PE2E Office Action,2011-10-03,0.0,5.21836,317,455.0,0.0,4293
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),952,Business Architecture,2011-09-07,0.0,0.8420700000000001,343,387.0,0.0,4267
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),961,Comprehensive patent family maps,2011-08-31,0.48265,2.55249,350,485.0,0.0,4260
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),962,PATI continuous capture of application data,2012-02-28,0.0,4.336469999999999,169,486.0,0.0,4441
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2891,PE2E-Conversion of Legacy Data Architecture,2010-10-20,0.15591,0.66677,618,253.0,22.0,3945
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2892,Continuous capture of CRU data,2011-10-05,0.0,2.32,205,453.0,0.0,4295
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2893,CPC classification in search systems,2011-10-20,0.0,0.24878000000000003,190,176.0,0.0,4310
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),2894,Backfile Migration,2011-12-01,0.5715600000000001,2.06623,258,243.0,0.0,4352
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),3045,OPD (One Portal Dossier),2012-01-18,0.0,1.89967,210,468.0,92.0,4400
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),3159,CPC Classification in Search Systems - Frontend,2012-03-19,0.0,1.51959,133,388.0,0.0,4461
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),3161,Convert existing office action data to XML,2012-05-01,0.0,0.8719,90,101.0,143.0,4504
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),3219,PATI-Gap Conversion,2012-05-17,0.0,0.52544,90,407.0,0.0,4520
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),3247,Applicant to Office Interface - (TEXT2PTO),2012-06-04,0.0,1.43565,72,177.0,0.0,4538
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),3249,BPR eGrant Phase 1,2012-06-13,0.0,2.6702,47,168.0,0.0,4547
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),963,Authentication Authorization and SSO Prototype,2011-07-28,0.0,0.28442,307,173.0,24.0,4226
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),964,FY11 TM NG Separation and Virtualization,2011-06-08,0.10132999999999999,2.3073799999999998,435,300.0,149.0,4176
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),965,TMNG Infrastructure,2011-01-17,1e-05,2.80341,560,494.0,91.0,4034
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),966,TSDR 1.0,2009-04-09,0.0,0.8117800000000001,1177,995.0,0.0,3386
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),967,TRM Prototype,2011-08-01,4e-06,0.28905,364,315.0,0.0,4230
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),968,FY12 TMNG Separation Virtualization,2012-01-02,0.0,1.04463,227,473.0,0.0,4384
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),971,Web and Business Services 2 - Phase 1,2012-04-02,0.0,0.94076,136,235.0,0.0,4475
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),2895,TQRS 1 0,2011-05-26,0.0,0.12637,250,203.0,0.0,4163
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),2896,User Interface (UI) - Phase 1,2012-05-30,0.0,0.7618699999999999,78,184.0,0.0,4533
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),2897,Authentication Authorization and SSO,2012-02-22,0.0,1.08423,176,295.0,0.0,4435
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),2898,Web and Business Services 1 - Phase 1,2012-02-09,0.0,0.94115,189,280.0,5.0,4422
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),2900,UCD Prototype,2011-12-22,-0.04255,0.93947,221,151.0,32.0,4373
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),2902,TSDR FY12,2012-01-25,0.0005,1.65455,204,401.0,30.0,4407
006-000401400,931,6,Department of Commerce,"Census - 2020 Decennial Census Research and Testing Phase, FY2012-14",975,Workload Management Systems,2011-11-18,-0.005542,2.455705,223,317.0,730.0,4339
006-000401400,931,6,Department of Commerce,"Census - 2020 Decennial Census Research and Testing Phase, FY2012-14",976,Alternative Administrative Records Database,2011-11-18,0.27803,1.2424870000000001,223,317.0,730.0,4339
006-000401400,931,6,Department of Commerce,"Census - 2020 Decennial Census Research and Testing Phase, FY2012-14",977,Integrated IT Enterprise Infrastructure,2011-11-18,-0.750067,7.480658999999999,223,317.0,730.0,4339
006-000401700,933,6,Department of Commerce,Census IT Infrastructure,995,Blades,2006-11-01,-0.770687,1.074373,2119,2160.0,0.0,2496
006-000401700,933,6,Department of Commerce,Census IT Infrastructure,996,SAN Consolidation and Management,2010-01-19,4.7955,4.9335,944,898.0,70.0,3671
006-000401700,933,6,Department of Commerce,Census IT Infrastructure,997,IT Lab,2010-08-18,0.878558,1.27481,733,561.0,190.0,3882
006-000401700,933,6,Department of Commerce,Census IT Infrastructure,998,IPT System Upgrade,2010-10-01,0.485617,0.619117,689,482.0,118.0,3926
006-000401700,933,6,Department of Commerce,Census IT Infrastructure,999,Electronic Field Representatives Communication,2010-11-01,0.254698,0.422308,658,395.0,14.0,3957
006-000401700,933,6,Department of Commerce,Census IT Infrastructure,1000,Automated Incident Management System,2010-11-08,0.762147,1.210485,651,508.0,167.0,3964
006-000401700,933,6,Department of Commerce,Census IT Infrastructure,1001,GEO Cloud Pilot,2010-08-02,0.010003,0.08633300000000001,749,492.0,54.0,3866
006-000401700,933,6,Department of Commerce,Census IT Infrastructure,1002,Census Data Centers Network Upgrade,2011-06-10,4.151008,5.620851999999999,437,294.0,158.0,4178
006-000401700,933,6,Department of Commerce,Census IT Infrastructure,1003,ECM Sharepoint,2011-08-25,3.7095,4.875,361,219.0,181.0,4254
006-000401700,933,6,Department of Commerce,Census IT Infrastructure,1004,ECM Sharepoint Document Management Pilot,2011-12-01,0.6635949999999999,1.5,263,365.0,0.0,4352
006-000401700,933,6,Department of Commerce,Census IT Infrastructure,1005,ECM Sharepoint Intranet Pilot,2011-12-01,0.5025430000000001,1.0,263,365.0,0.0,4352
006-000401700,933,6,Department of Commerce,Census IT Infrastructure,1006,Data Management Pilot Transition,2011-03-01,0.2025,0.374,538,247.0,252.0,4077
006-000401700,933,6,Department of Commerce,Census IT Infrastructure,1007,GEO Hardware Refreshment,2010-07-28,1.219451,4.0745,754,598.0,73.0,3861
006-999990530,1135,6,Department of Commerce,BusinessUSA,2980,BusinessUSA Website,2011-10-28,0.0,0.754,124,338.0,1825.0,4318
006-999990530,1135,6,Department of Commerce,BusinessUSA,2981,Web Services,2011-12-01,0.0,0.189,90,304.0,1825.0,4352
007-000000049,13,7,Department of Defense,Armed Forces Health Longitudinal Technology Application,2570,ICD-10,2011-09-15,0.0,5.468,260,365.0,0.0,4275
007-000000049,13,7,Department of Defense,Armed Forces Health Longitudinal Technology Application,2571,Integrate Wounded Ill and Injured (WII) Warrior initiatives and Enterprise Blood Management System (EBMS)  into AHLTA,2011-09-27,0.0,9.764,248,351.0,0.0,4287
007-000000155,14,7,Department of Defense,GLOBAL COMBAT SUPPORT SYSTEM - MARINE CORPS,2575,Global Combat Support System - Marine Corps (GCSS-MC) Increment 1,2003-10-01,9.2,279.0,3073,3561.0,3743.0,1369
007-000000186,16,7,Department of Defense,NAVY ENTERPRISE RESOURCE PLANNING (ERP),2578,Navy ERP Implementation/Deployment,2010-10-01,4.434,74.64,658,912.0,0.0,3926
007-000000057,17,7,Department of Defense,MULTIFUNCTIONAL INFORMATION DISTRIBUTION SYSTEM,2572,Block Cycle (BC) 1 for MIDS-JTRS,2011-09-16,5.988,26.0,117,607.0,0.0,4276
007-000000057,17,7,Department of Defense,MULTIFUNCTIONAL INFORMATION DISTRIBUTION SYSTEM,2574,MIDS JTRS Sustainment,2011-10-01,11.357,14.457,145,365.0,0.0,4291
007-000000192,18,7,Department of Defense,Product Tailoring Warfighter Applications,2579,Joint Environmental Toolkit (JET),2006-03-28,0.0,57.496,2179,2310.0,1102.0,2278
007-000000314,19,7,Department of Defense,GENERAL FUND ENTERPRISE BUSINESS SYSTEM,2580,Project Manager General Fund Enterprise Business System (PM GFEBS),2005-06-24,0.19,327.894,2456,2655.0,3379.0,2001
007-000000483,22,7,Department of Defense,EXPEDITIONARY COMBAT SUPPORT SYSTEM,2584,Increment 1: Pilot B,2009-09-30,0.0,45.755,756,745.0,0.0,3560
007-000000613,28,7,Department of Defense,Defense Medical Logistics Standard Support,2598,DMLSS Modules,2011-12-01,0.0,24.879,60,547.0,0.0,4352
007-000000881,31,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM- JOINT,2602,GCCS-J Sustainment,2011-10-03,0.0,70.296,23,363.0,0.0,4293
007-000000881,31,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM- JOINT,2603,GCCS-J Modernization,2011-10-03,0.0,32.918,23,363.0,0.0,4293
